Project: Project Number,,Actual Start Date,Actual Completion Date,Benefit: Benefit Name,Benefit Type,Annual Cost Savings,Electric Savings,District Steam Savings,Fuel Oil Savings,Natural Gas Savings,Propane Savings,Peak Demand Reduction,Project Type,Benefit Narrative
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Demand Control Kitchen Ventilation,Energy Savings,784,2686,50.3,,,,0,Analysis/Audit,"Currently the kitchen exhaust hood fan and associated makeup air unit supply fan run at a constant speed whenever the hood is turned on and operating. Demand control kitchen ventilation (DCKV) involves adding VFDs to the fans to modulate fan speed to reflect the amount of cooking taking place under the hood. Temperature, optical and infrared sensors detect smoke, steam and hot air from the cooking process and adjust fan speeds according to how much exhaust is required. Not only does this result in fan energy savings, but heating energy savings would also be realized due to a lower air volume conditioned by the makeup air unit. Unfortunately, due to the relatively low operating hours of the kitchen and size of the exhaust hood, the investment in a DCKV system does not appear to be warranted given the expected energy savings. DCKV provides the best return on investment in kitchens with exhaust flow rates of 5,000 cfm or higher and long operating hours (at least eight hours per day)."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,LED Lighting Upgrade,Energy Savings,2529,15405,0,,,,6.3,Analysis/Audit,"The existing lighting consists primarily of linear fluorescent fixtures with ?Super? T8 (28-watt) lamps and high efficiency electronic ballasts. The main fixture types include 3-lamp 2?x4? recessed troffers and 2-lamp 4? suspended linear pendants. While the existing fluorescent fixtures are relatively efficient, the cost and quality of LED lighting has reached a point that we recommend pursuing a comprehensive LED lighting upgrade to achieve deeper energy savings and realize other benefits as well.    

Along with the benefit of lower wattage compared to fluorescents, most LED fixtures have advanced control capabilities, including options for dimming, integral occupancy sensors, and photocells for daylighting control. Incorporating these controls would result in additional energy savings, as well as allowing for adjusting light levels to exactly meet illuminance requirements. LED lamps also have a longer life than fluorescent lamps, leading to maintenance savings on lamp replacements. 

There are several options for LED upgrades, including the following, listed in order from lowest to highest capital cost and potential energy savings:
?	Lamp-only replacements that leave the ballast in place
?	Fixture retrofits that include integral LED lamps and drivers installed in the existing fixture housings
?	Complete fixture replacements 

Cx Associates strongly recommends retrofitting the fixtures at a minimum. BGS has used Philips EvoKit retrofits for other lighting retrofit projects in state buildings, and this, or an equivalent product, could be a good option for the existing recessed troffers. For the pendants and other fixture types, there are also various retrofit kits available .

Savings and costs for this measure were estimated based on assuming one-for-one fixture retrofits. A more detailed lighting design analysis and illumination study may be warranted prior to implementation in order to ensure illuminance targets are met, but not exceeded, and occupant visual comfort is maintained. 

The measure savings estimate included savings resulting both from vacancy sensors turning off lights when occupants are not present and photocells for daylighting control in perimeter areas. Since many of the lights are already controlled with occupancy sensors, the spaces with existing occupancy sensors were excluded from the vacancy sensor savings calculation."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Optimize BAS Occupancy Schedules,Energy Savings,1413,6934,77,,,,0,Analysis/Audit,"While the air handling units operate according to schedules implemented in the BAS, there may be an opportunity for optimizing these occupancy schedules to more accurately reflect actual building operating patterns. For example, many of the AHUs are scheduled to operate during the weekend, while the only areas expected to be occupied on the weekend are the BGS Security offices on the third floor. Note that the best schedules are ultimately based on facilities staff?s detailed knowledge of building operation and requirements. The estimated measure savings are based on the proposed schedules listed below and are intended to demonstrate the savings potential of adjusting the schedules. Implementation of this measure requires simple changes to the schedule parameters in the BAS."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Replace R-22 Condensing Units,Energy Savings; Code / Safety; O&M,1093,6502,0,,,,8.4,Analysis/Audit,"Several of the older condensing units serving the split systems are at the end of their useful life and use R-22 refrigerant, which can no longer be produced or imported into the United States as of January 1, 2020. Therefore, these units should be replaced soon regardless of energy savings potential. 

We recommend replacing the units that use R-22 refrigerant with high-efficiency units that meet the CEE  Tier 2 specification. New efficient condensing units typically utilize variable speed scroll compressors to match the capacity to the load, which would lead to substantial cooling energy savings. While this measure is not cost-effective based on energy savings alone, we recommend it as part of a comprehensive upgrade package since the R-22 condensing units are at the end of their useful life and need to be replaced anyway. Additionally, R-22 does significantly more harm to the environment than more current refrigerants and its cost will continue to increase as it is no longer produced"
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Makeup Air Unit Heat Recovery,Energy Savings,1189,0,114,,,,0,Analysis/Audit,"The makeup air unit (MAU) provides 100% outside ventilation air to the third and fourth floors. We recommend replacing this unit with an energy recovery ventilator (ERV) to recover heat from exhaust air that can be transferred to the supply air via a plate heat exchanger. Implementation may require the rerouting of ductwork, so the cost-effectiveness of the measure may ultimately depend on how extensive the reconfiguration needs to be."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Replace Aging Refrigerators,Energy Savings,156,1348,0,,,,0.2,Analysis/Audit,There are several refrigerators in kitchen areas and break rooms throughout the facility. Electricity consumption for refrigerators is driven primarily by the size and age of the unit. Older refrigerators can use much more energy than more modern energy efficient units. We recommend replacing the existing refrigerators with units that meet the CEE Tier 3 efficiency specification or are ENERGY STAR rated at a minimum.
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Plug Load Management,Energy Savings,400,4540,,,,,,Analysis/Audit,"Plug loads are estimated to comprise over 25% of the electricity consumption at the building. There are a number of options for effectively managing plug loads , including the following:

1.	Behavioral changes ? Encourage building occupants to power down office equipment at the end of each day. Send e-mail reminders toward the end of each workday to remind staff to turn off computers and monitors and develop a regular habit. 
2.	Install occupancy sensing power strips to detect the presence or absence of a user and automatically turn equipment on or off accordingly.
3.	Enable aggressive power management settings for desktop computers, laptops, monitors and printers. These can often be enacted centrally over an entire network of computers."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Single Zone VAV Systems,Energy Savings,823,9347,0,,,,0,Analysis/Audit,"The air handling units serving the facility are currently constant volume systems with constant speed supply fans. This measure would convert the units to single zone variable air volume systems by installing variable frequency drives (VFDs) on the supply fans . This will allow the fan speeds to be reduced during low load periods, resulting in substantial fan energy savings. To achieve optimal operation, new condensing units with modulating compressors should be installed so that supply air temperature can be effectively controlled. 

A sample sequence of operation to effectively control single zone VAV systems is shown below:

1.	When unit enters occupied mode, operate supply fan at minimum speed of 50% (adjustable).
2.	If zone temperature is below setpoint, command heating valve to maintain supply air temperature at 90°F. 
3.	If zone temperature is still below setpoint, increase fan speed in order to satisfy zone load. 
4.	If zone temperature is above setpoint, stage DX cooling coil (or economizer if conditions allow) to maintain supply air temperature at 55 °F and operate fan speed at 70%
5.	If zone temperature is still above setpoint with unit at full cooling, increase fan speed in order to satisfy zone load. 

Implementation of this measure requires the installation of VFDs on AHU supply fan motors, adding points for fan speed command and supply air temperature to the BAS, and programming of the automatic control sequence. Due to the relatively small sizes of the motors, implementation of this measure would not be cost-effective at this time. When the units reach the end of useful life, they should be replaced with single zone VAV systems."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Replace Standard Efficiency Motors with Premium Efficiency,Energy Savings,73,615,,,,,0.1,Analysis/Audit,"Premium efficiency motors are more efficient than motors that are minimally compliant with federal standards. Due to the relatively small motor sizes and low operating hours, early replacement of the motors is not a cost-effective measure. However, premium efficiency motors should be procured when the existing motors fail."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,LED Lighting Upgrade,Energy Savings,442,2700,,0,,,1.1,Analysis/Audit,"The existing lighting consists primarily of linear fluorescent fixtures with T8 lamps and high performance electronic ballasts (?Super T8s?). We recommend pursuing a comprehensive LED lighting upgrade to retrofit the existing fixtures. Along with the benefit of lower wattage compared to fluorescents, LED lamps also have a longer life than fluorescent lamps, leading to maintenance savings on lamp replacements. 

For the existing linear fluorescent fixtures, we recommend LED retrofit kits to replace the existing ballasts and lamps with new drivers and LED lamps. These retrofit kits often include occupancy sensors as options, which we recommend including for areas such as offices, storage, break rooms, and mechanical rooms.  

Savings and costs for this measure were estimated based on assuming one-for-one fixture retrofits. A more detailed lighting design analysis and illumination study may be warranted prior to implementation in order to ensure illuminance targets are met, but not exceeded, and occupant visual comfort is maintained."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Unoccupied Temperature Setback,Energy Savings,190,0,,190,,,0,Analysis/Audit,"Currently the thermostat in the building maintains the heating space temperature setpoint at 72°F during all hours. Since the building is generally unoccupied overnight from 5 p.m. ? 7 a.m. and on weekends, we recommend implementing an unoccupied heating temperature setback of 64°F  during the hours of 5 p.m. to 6 a.m. This should be fairly straightforward to implement using the existing programmable thermostat."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Cold Climate Heat Pump,Energy Savings,498,-7884,,1415,,,-2.4,Analysis/Audit,"We investigated a ducted cold climate heat pump system that could be used to provide heating down to outdoor air temperatures of 5°F. This can be used in conjunction with the existing oil-fired furnace, which would operate when temperatures are below 5°F and also at low temperatures when the heat pump has diminished capacity. In addition, this system could provide efficient cooling to replace the existing window AC units. Even if the system is sized to meet the cooling load, we expect that it will be able to meet the majority of the heating requirements as the first stage of heating over the course of the year. 

Savings calculations for this measure include both cooling energy savings, fuel oil heating savings, and increased electric consumption for heating down to 5°F."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Energy Recovery Ventilator,Energy Savings; IAQ,217,111,,114,,,0.5,Analysis/Audit,"Currently the only mechanical ventilation being provided to the building is through the shop exhaust fan, which may only operate intermittently. Given what we know regarding the increased importance of ventilation, especially during COVID-19, we recommend installing an energy recovery ventilator to provide outside ventilation air to building occupants. These units recover energy from exhaust air to pre-condition incoming outside air, heating and adding moisture in the winter, and cooling and dehumidifying in the summer. 

Note that savings for this measure are calculated using a makeup air unit without energy recovery as the baseline, and the measure cost is the incremental cost between a unit with energy recovery and one without. The full project cost to install a mechanical ventilation system for the building would be higher and would include full unit cost and installation, in the range of $5,000 - $10,000."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Refrigerator Replacement,Energy Savings,36,303,,0,,,0.1,Analysis/Audit,"There is a refrigerator in the break room.  Electricity consumption for refrigerators is driven primarily by the size and age of the unit. Older refrigerators can use much more energy than more modern energy efficient units. When the existing refrigerator fails, we recommend having a procurement plan in place to replace the unit with one that meets the CEE Tier 3 efficiency specification or are ENERGY STAR rated at a minimum.

Due to the relatively small energy savings associated with a new refrigerator, we do not recommend its replacement at this time, but rather encourage purchasing the most energy efficient model available when the equipment reaches its end of useful life."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Door Weather Stripping,Energy Savings,116,0,7,,,,0,Analysis/Audit,"Air leakage was observed around all of the exterior doors in the building. On doors that are still in good shape, the most cost-effective measure is to check the thresholds, sweeps, and weather-stripping once a year and replace as needed. Even old doors can serve very well if the weather-stripping and sweeps are in good shape. We recommend replacing or adding weather-stripping to the exterior doors at the head, jambs, and especially at the threshold, with commercial grade weather-stripping (www.draftseal.com or Q-lon). We recommend new weather-stripping at the main entrance door (specifically the astragal and sweep), the bulkhead door in the basement, and the rear entrance door."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Basement Insulation,Energy Savings,564,0,33.9,,,,0,Analysis/Audit,"We recommend insulating the basement walls with 3 inches of closed-cell spray foam, starting at the underside of the floor above to at least 2 feet below grade. In order to reach the top of the wall, the plaster ceiling will need to be removed at the perimeter; however, installing foam above the ceiling will help reduce the amount of heat loss between floors at the rim joist condition. The foam will then need to be covered by either a finished sheetrock layer or a 15-minute spray applied thermal barrier for fire protection. 

We acknowledge that there is some risk insulating a basement that is in a flood zone. There was some evidence of past water damage to the brick columns, though we are unsure if this is from flooding or capillary action through the slab. Current conditions, though, indicate that the basement is dry.  We did not see any evidence of recent water entry or damp building materials that require remediation. We recommend using closed-cell spray foam as an insulation material because it is moisture resistant and would survive flooding without damage. However, in the event of a flood, the spray foam would reduce the drying potential of any wood or stone that it is in contact with.  It is impossible to predict how long it would take for all building materials to dry out after a flood, but it would take longer if the foundation wall was coated in closed-cell spray foam.         

Stopping the insulation 2 feet below grade increases the drying potential and reduces the risk that water in the soil outside the foundation will freeze and push the foundation wall in, commonly described as frost action.  Since the lower part of the foundation wall will remain uninsulated, it can continue to conduct some heat energy into the soil to keep it from freezing and avoid frost action.  In addition, research has shown that frost action on foundation walls only occurs if the basement is unheated. See this link for more information about insulating stone foundations: https://www.buildingscience.com/documents/insights/bsi-045-double-rubble-toil-trouble.

In addition to the above, we do think it is a good idea to implement a sacrificial cementitious parge coat over the brick columns, which appear to be structural. This will reduce the efflorescence and spalling of the brick itself at the base. Upkeep with the parge coat as it deteriorates will be critical in maintaining the brick?s current condition."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Attic Slope + High Roof Renovations,Energy Savings,1171,0,70.4,,,,0,Analysis/Audit,"The attic mansard slopes and high flat roof have metal on the exterior (presumably uninsulated on the exterior of sheathing) but are insulated on the interior side of the sheathing with foil-face fiberglass batts. However, there is no air barrier and currently warm air from the mansard wall cavity (conditioned air) in the floor below is able to travel into the attic slope cavity and get behind the insulation, which nullifies the effectiveness of the insulation. 

Additionally, the framing and finish at the perimeter of the flat roof cornices is quite open. Daylight could be seen and, in pulling back a batt of insulation, air could easily be felt pouring into the attic space. With the batt in place, air movement is diffused somewhat, but fiberglass is still an air permeable insulation and the foil face is not perfectly tight to the wood framing. The roof hatch also appears to be original and makes a very poor seal to its curb. 

Assuming an interior closed-cell spray foam approach is employed for the mansard walls in level 3, then we suggest maintaining the same strategy across the attic mansard walls and to the attic flat roof, removing existing insulation first. Insulate to the full framing depth or about 5.5?, whichever comes first. 

The attic flat roof could be addressed similar to the low flat roofs (described below); rubber roof membrane, exterior insulation, and a self-adhered air/vapor barrier over decking. This approach also has the advantage of spanning over the elevator shaft, which avoids any complicated air/thermal boundary conditions. Again, the interface between attic mansard walls and this flat roof will need to be detailed carefully for air and thermal barrier continuity, and the addition of exterior insulation will change the profile of the roof. However, adding exterior insulation to both the low and high flat roofs should keep the general profile of the roof proportionally the same. While the impact of this measure will be less significant, since the attic is already insulated, there is value in creating a continuous air barrier from the walls and roof below to the attic."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Mansard Wall + Low Roof Renovations,Energy Savings,3788,0,227.8,,,,0,Analysis/Audit,"The mansard walls and roof have a metal exterior finish and no insulation on the interior side of the sheathing. We are unsure what the layers are beneath the metal, but it is unlikely, due to its age and profile thickness, that there is any insulation on the exterior side of the sheathing. However, because the metal will act as a vapor barrier on the exterior side, and without knowing the layers in between, it is difficult to anticipate the level of risk adding an air and thermal barrier will have. Therefore, we are unable to definitively recommend any one particular approach for insulating from the interior side. We first recommend removing a small section of the mansard and low flat roofs as samples in order to confirm all of the layers of these systems. This will help better inform retrofit options. Investigative demolition like this is usually a process that occurs in the early design phases of a major renovation.

Due to the age, condition, and numerous patches/repairs, we can say it is time to replace it. A number of areas have been patched with a rubber roof membrane and the metal appears to be warped and rusting, which are signs of deterioration. In consideration of a full replacement, the strategies that should be getting consideration are a conventional rubber roof membrane system with exterior insulation and self-adhered air/vapor barrier (flat low roofs), and metal roof replacement and underlayment with closed-cell spray foam between wood framing (steep mansard walls/roof). The former strategy for low slope roofs is tried and true and the latter approach at the steep mansard walls will integrate with interior spray foam on the mass walls (which we think is the most likely option) in the most monolithic way. Target R-30 or greater in the flat roof and fill mansard walls to the full framing depth or 5.5?, whichever comes first. 

The designer will need to pay careful attention to the transition detailing of these two roof systems in order to ensure air and thermal barriers are integrated. The air and thermal barriers will be making a transition from the interior of the envelope assembly to the exterior. It is feasible to accomplish, but needs deliberate attention or else it could be missed. Adding exterior insulation to the low flat roofs will change the profile of the roof and the appearance with respect to the higher roof, so alternatively closed-cell spray foam could be used in the joist bays here instead, pending confirmation of materials from roof sampling.

Cost approximations assume the above general strategies are employed for the mansard and lower level roofs, and currently assume zero insulation in the existing assembly, based on evidence to date. 

These roofs are in need of replacement so regardless of actual return on investment, improving the air and thermal barriers is only going to be most cost-effective concurrent with roof replacement."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Exterior Wall Renovations,Energy Savings,5039,0,303,,,,0,Analysis/Audit,"Mass masonry buildings, like this one, were historically built without the typical air, vapor, water, and thermal control layers that are found in modern day construction. The walls are constructed using only brick and mortar that is layered in multiple rows to form a solid mass wall. The primary method for preventing water intrusion in mass masonry buildings, after bulk water management practices that keep water away from brick, is to rely on the brick to serve as a rain-screen and hygric buffer. Any moisture absorbed into the brick is stored until it can slowly dry out as moisture evaporates towards either the interior side or the exterior side of the wall. Knowing that the masonry façade will not be totally free of bulk water exposure, and will therefore hold moisture, careful consideration has to be made when proposing new control layers so as not to compromise the drying capacity of the mass wall. For example, installing too much vapor-closed R-value on the interior of masonry reduces inward drying capacity as well as available heat to get to the brick to drive moisture outward. The risk is freeze-thaw cycling which can spall bricks on a decades old building that has never had such an issue before. 

If possible, the approach with the least amount of risk would be to add an Exterior Insulation Finishing System (or EIFS) to the exterior side of the building. This would limit the amount of water that is absorbed by the brick and still allow for drying to the interior side. In this case, we recommend a drained EIFS system over an undrained system, since the drained system over time has proven to be structurally more resilient. A drained EIFS system typically consists of multiple layers. The first layer is an air and water barrier that is applied directly onto the brick exterior. This should be a vapor permeable product to allow vapor diffusion through the brick to the exterior if need be. After that, an adhesive is applied with a notched trowel. The notches create the space needed for water to drain behind the rest of the system. Next, a layer of rigid insulation board is applied to the adhesive and can sometimes be mechanically fastened to the brick. Finally, a stucco and mesh finish coat is applied over the insulation to give the system its durability and aesthetic. We suggest a 4? EIFS system, although an important contingency to this approach is whether or not this building will be overseen by a historical preservation committee, in which case this strategy will not be possible.

Given that an exterior solution is often not ideal for an historic building such as this, interior framing of exterior walls could be gutted and insulation and an air barrier added to the interior side of the wall. In this scenario, we recommend closed-cell spray foam be applied against the brick. This is the most straightforward interior option as it can serve as both the air and thermal barrier and is also the most vetted solution. Regarding the freeze-thaw cycling mentioned above, 2? of closed-cell spray foam is generally considered safe, but a WUFI analysis would be recommended in order to determine if these walls could safely manage additional R-value. Spray foam on the interior may have the advantage of integrating more seamlessly with mansard roof retrofits from an air and thermal barrier continuity perspective.  

Pending WUFI results, we recommend adding at least R-20 to meet current energy codes. 

We do not recommend a retrofit option like blown-in cellulose or fiberglass. Blowing insulation into the wall cavity, especially one only 2 inches in depth, will not do a sufficient job at preventing convective air movement in the cavity, and therefore creates a significant risk of condensation forming. Additionally, neither of these materials would perform well in the event they were wetted.

Out of anticipation of the most likely approach, our approximate costs and payback assume an interior gut renovation with closed-cell spray foam."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Window Replacement,Energy Savings,1405,0,84.5,,,,0,Analysis/Audit,"Most of the windows in the building are wood frame, single-hung, single-pane windows with weighted pulleys and an exterior storm. The wood frame windows, after so many years of wear and tear, do not create a tight air seal when closed, and the single pane of glass offers very little thermal resistance. They are also difficult to open and close, and many of the windows have faulty latches. In theory, the exterior storm windows should help improve both the air leakage and thermal resistance of the wood frame windows, but significant gaps around the perimeter of the storm windows still allow air to move around them. Additionally, much of the exterior paint, which in all likelihood is old lead-based paint, at the exterior windowsills and jamb extensions is heavily flaking off the surface. Where steel is present and exposed beneath, rust is present. Perimeter sealants at the window rough openings is beyond its useful life as well. At foundation-level window infills, the wood frames are beginning to rot.   

The window units themselves could be repaired and refurbished, but the air leakage will only improve slightly and there would still be a fair amount of cost involved in ensuring smooth and durable operability. Additionally, the surrounding concerns in major need of attention would go unaddressed. We have collected data from a project where two historical windows, similar to the ones tested at 110 State Street, were tested before and after they were refurbished/retrofitted. The retrofit included metal weather stripping and new ropes/pulleys. The data showed a 48% decrease in air leakage after the retrofit was complete

Estimated Window Energy and Cost Savings if Windows are Refurbished:

Even with a 48% decrease in air leakage per window, the older wood windows would still be 25 times as leaky as modern day windows. BVH used the data recorded on site to calculate an average air leakage rate of 11.3 CFM natural per window. From the floor plans given, we were able determine that there are a total of 17 larger windows and 8 smaller windows. Based on this information, we calculated an estimated savings of 24.4 MMBTU per year if the windows were refurbished. Because of these relatively low savings, we would recommend that the windows are instead replaced with modern windows. (See Appendix C for recommendations on new windows.) Not only would the air leakage be drastically reduced, but the R-value of the windows can be doubled, further increasing the savings. There are other benefits to replacing the windows besides the cost and energy savings. One benefit is ease of use; again, many of the windows are difficult/impossible to open. 

Estimated Window Energy and Cost Savings if Windows are Replaced:

If the windows are replaced with R-4 windows, the savings are greatly increased. We calculated the existing average R-value is R-2. New windows should have a leakage no greater than 0.1 CFM/SF@75 Pascals. From the data recorded, the decrease in air leakage if the windows are replaced is 99%. We used the average surface area for the windows tested while on site and multiplied it by the number of windows each building has to get the estimated surface area of all windows. Using these data, the estimated savings from replacing the windows was calculated to amount to an estimated savings of 92.2 MMBTU per year. This is nearly 4 times as much savings per year than if the windows were refurbished. It should be noted that we can only estimate the decrease in air leakage through the windows themselves. Replacing the windows would also improve their seal to the building/rough opening, decreasing the building air leakage even further."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,LED Lighting Upgrade,Energy Savings,2046,14030,,,,,4.4,Analysis/Audit,"The existing lighting consists primarily of linear fluorescent fixtures with T8 lamps and high performance electronic ballasts (?Super T8s?). The main fixture types include 2?x4? recessed troffers and suspended linear pendants. While the existing fluorescent fixtures are relatively efficient, the cost and quality of LED lighting has reached a point that we recommend pursuing a comprehensive LED lighting upgrade to achieve deeper energy savings and realize other benefits as well.    

Along with the benefit of lower wattage compared to fluorescents, most LED fixtures have advanced control capabilities, including options for dimming, integral occupancy sensors, and photocells for daylighting control. Incorporating these controls would result in additional energy savings, as well as allowing for adjusting light levels to exactly meet illuminance requirements. LED lamps also have a longer life than fluorescent lamps, leading to maintenance savings on lamp replacements. 
There are several options for LED upgrades, including the following, listed in order from lowest to highest capital cost and potential energy savings:
?	Lamp-only replacements that leave the ballast in place
?	Fixture retrofits that include integral LED lamps and drivers installed in the existing fixture housings
?	Complete fixture replacements 

Cx Associates strongly recommends retrofitting the fixtures at a minimum. BGS has used Philips EvoKit retrofits for other lighting retrofit projects in state buildings, and this, or an equivalent product, could be a good option for the existing recessed troffers. For the pendants, there are also various retrofit kits available.

Savings and costs for this measure were estimated based on assuming one-for-one fixture retrofits. A more detailed lighting design analysis and illumination study may be warranted prior to implementation in order to ensure illuminance targets are met, but not exceeded, and occupant visual comfort is maintained. 

The measure savings estimate includes savings resulting both from vacancy sensors turning off lights when occupants are not present and photocells for daylighting control in perimeter areas."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Retrocommissioning,Energy Savings,556,2500,15,,,,1.4,Analysis/Audit,"While reviewing the BAS graphics, we noticed a number of potential opportunities we would classify as retrocommissioning measures, which are low-cost measures involving the adjustment of schedules, setpoints, and control sequences, as opposed to more capital intensive measures such as equipment replacement."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Heat Pump Hot Water Heater,Energy Savings,102,1158,,,,,0,Analysis/Audit,"The domestic hot water heater in the basement is a 40-gallon electric resistance water heater. Heat pump water heaters are much more efficient than electric resistance water heaters, and help dehumidify the surrounding space, which may negate the need for operating a dehumidifier in the summer months. For the type of use in this building, the unit could operate in heat pump only mode, which has a slower recovery time but is three times more efficient than an electric water heat. Hybrid mode uses the heat pump for most hours but will also use an electric resistance element to achieve faster recovery times if required. We recommend procuring a heat pump water heater that exceeds the minimum ENERGY STAR requirements."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Single Zone VAV Systems,Energy Savings,642,7300,,,,,0,Analysis/Audit,"The air handling units serving the facility are currently constant volume systems with constant speed supply fans. This measure would convert the units to single zone variable air volume systems by installing variable frequency drives (VFDs) on the supply fans . This will allow the fan speeds to be reduced during low load periods, resulting in substantial fan energy savings.

A sample sequence of operation to effectively control single zone VAV systems is shown below:

1.	When unit enters occupied mode, operate supply fan at minimum speed of 50% (adjustable).
2.	If zone temperature is below setpoint, command heating valve to maintain supply air temperature at 90°F. 
3.	If zone temperature is still below setpoint, increase fan speed in order to satisfy zone load. 
4.	If zone temperature is above setpoint, command chilled water valve to maintain supply air temperature at 55 °F. 
5.	If zone temperature is still above setpoint with unit at full cooling, increase fan speed in order to satisfy zone load. 

Implementation of this measure requires the installation of VFDs on AHU supply fan motors, adding points for fan speed command and feedback to the BAS, and programming of the automatic control sequence."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Smart Pumps,Energy Savings,195,1900,,,,,0.3,Analysis/Audit,
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,LED Lighting Upgrade,Energy Savings,5797,39003,,,,,12.7,Analysis/Audit,"The existing lighting consists primarily of linear fluorescent fixtures with ?Super? T8 (28-watt) lamps and high efficiency electronic ballasts. The main fixture types include 3-lamp 2?x4? recessed troffers and wall-mounted linear fluorescent downlights. There are also several screw-in incandescent recessed can downlights. While the existing fluorescent fixtures are relatively efficient, the cost and quality of LED lighting has reached a point that we recommend pursuing a comprehensive LED lighting upgrade to achieve deeper energy savings and realize other benefits as well.    

Along with the benefit of lower wattage compared to fluorescents, most LED fixtures have advanced control capabilities, including options for dimming, integral occupancy sensors, and photocells for daylighting control. Incorporating these controls result in additional energy savings, as well as allowing for adjusting light levels to exactly meet illuminance requirements. LED lamps also have a longer life than fluorescent lamps, leading to maintenance savings on lamp replacements. 

There are several options for LED upgrades, including the following, listed in order from lowest to highest capital cost and potential energy savings:
?	Lamp-only replacements that leave the ballast in place
?	Fixture retrofits that include integral LED lamps and drivers installed in the existing fixture housings
?	Complete fixture replacements 
Cx Associates strongly recommends retrofitting the fixtures at a minimum. BGS has used Philips EvoKit retrofits for other lighting retrofit projects in state buildings, and this, or an equivalent product, could be a good option for the existing linear fluorescent fixtures. Various retrofit kits are also available for the wall-mounted linear fluorescent fixtures, while the incandescent downlights can be replaced with LED bulbs. 

Savings and costs for this measure were estimated based on assuming one-for-one fixture retrofits. A more detailed lighting design analysis and illumination study may be warranted prior to implementation in order to ensure illuminance targets are met, but not exceeded, and occupant visual comfort is maintained. 

The measure savings estimate included savings resulting both from vacancy sensors turning off lights when occupants are not present and photocells for daylighting control in perimeter areas. Since many of the lights are already controlled with occupancy sensors, the spaces with existing occupancy sensors were excluded from the vacancy sensor savings calculation."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Replace Aging Refrigerators,Energy Savings,78,672,,,,,0.1,Analysis/Audit,"There are several refrigerators in kitchen areas throughout the facility. Electricity consumption for refrigerators is driven primarily by the size and age of the unit. Older refrigerators use much more energy than more modern energy efficient units. While two of the refrigerators are relatively new (built in 2017), we recommend replacing the older units installed in 1995 and 2007 with units that meet the CEE Tier 3 efficiency specification or are ENERGY STAR rated at a minimum. We also recommend implementing a procurement policy of installing CEE Tier 3 refrigerators upon the failure of existing units."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Plug Load Management,Energy Savings,339,3857,,,,,0,Analysis/Audit,"Lighting and plug loads comprise the majority of the electric consumption in the office areas occupied by the State. There are a number of options for effectively managing plug loads, including the following:

1.	Behavioral changes ? Encourage building occupants to power down office equipment at the end of each day. Send e-mail reminders toward the end of each workday to remind staff to turn off computers and monitors and develop a regular habit. 
2.	Install occupancy sensing power strips to detect the presence or absence of a user and automatically turn equipment on or off accordingly.
3.	Enable aggressive power management settings for desktop computers, laptops, monitors and printers. These can often be enacted centrally over an entire network of computers."
